username,tweet
azbeautynest,"Harini last day COD before PKP. Those in Melaka boleh selit before 7pm. Today I ke Malim, Klebang &amp; Bukit Beruang! 🚗   During PKP semuanya by postage via Shopee. No worries, free shipping! I masih ada stock for Kayman &amp; Zarzou 🖤  Just click the link 👇  https://t.co/VfIBFdwFLc  https://t.co/QA6CLaNaHC"
splashlush,BTS shirts by splashlush x kimseokjinstore are already out! Place your orders! 💛💜  Shop Here:  https://t.co/JRhm9hNC92 For Shopee COD:  https://t.co/FoEp0ZcWOg  UNTIL MAY 31 ONLY  #BTS #BTSARMY #BTS_Butter  https://t.co/MQnGBZjyOV
itsgabby08,Unsealed Enhypen Border: Carnival album wts / lfb  ~complete inclusions except pcs and lentis ~shopee check-out is okay (NO cod) ~ 300PHP per version (Up and Down)  wts lfb enhypen carnival unsealed
hanquokkacart,"wts stray kids ph / lfb stray kids ph  Official Postcard 📌25ea, 45 if full shopee cod ☑️ Mixtape ☑️ hyunjin, bang chan, i.n, han (in life) ☑️☑️ changbin, seungmin, lee know, felix (in life) - onhand - in good condition  *check pinned *reply ""mine + item""  https://t.co/oWGfkQ0vtV"
frsrnwr,"@neutronology @khammings00n shopee barokah namanya. Tinggal di search terus aktivasi. Jadi barokah nntt gabisa paylater, cc, pinjol, cod dll dkk"
jihoonmart,"nanay ko kung makaorder sa shopee / lazada kala mo may patago sakin eh ,, cod pa nga KSKSKS"
cielksph,wts | lfb | ph go | help rt   Batch 5 is open for reservations! DM us for a slot. 📝  Available Brands: • Mayday Games • Sleeve Kings • Sultan Sleeves  🚚MOD: Shopee c/o 💵MOP: Full COD/ShopeePay 📦ETA: Last week of June  ❕you can request other sizes if wla po sa list.  https://t.co/xJ48CLynbx
k_merchphbudol,‼D-DAY CALENDAR BTS FESTA 2021‼  ✅JUNE 5 DOP ✅NORMAL ETA ✅ NO TO COD  OPEN FOR SHOPEE CHECKOUT   MINE + TINGI NAME   ‼NEED ALL SLOT TO BE TAKEN TO PUST TROUGH  https://t.co/ClsVvsHCcb
vivioutlet,Saya menjual COD Tas Selempang Je... seharga Rp143.000. Dapatkan di Shopee sekarang!  https://t.co/AB2GXz3vUu #ShopeeID  https://t.co/fjgSAfnzh3
deelluna,@ShopeeID Shopee Mantul  #BelanjaSMSdiShopee #Tiap25ShopeePayMantulSale #MiminShopeeKasihHadiah Pakai shopee cod
deelluna,@ShopeeID Shopee Mantul  #BelanjaSMSdiShopee #Tiap25ShopeePayMantulSale #MiminShopeeKasihHadiah Shopee cod shopee cod
balesetiawan,@_dwrdn @rafirage Pake shopee cod aja mba dit dijamin babak belur 👍
galung50339904,"Nonton #Antv pagi hari, iklannya #Shopee COD dan susu #frisianflag"
deefgoods,"@bacotabdalla Maaf titip jualan kak🙏 H&amp;M sisa export ONLY 170k! Tersedia di shopee,tentunya bisa free ongkir Xtra + COD ya! Grab it fast! Katalog Lengkap ⇉  https://t.co/bk7a9YVUM3 🌻  https://t.co/RjiHKa5hRH"
rahasiakelamin,Obat Penyakit Kelamin Sipilis  DAPATKAN SEKARANG (BISA COD)  • AGEN:   https://t.co/CFE39e0sPB  • TOKOPEDIA:   https://t.co/0H3LmTM5Ti  • SHOPEE:   https://t.co/gFVtZKqSLc  • COD/WA:   https://t.co/7lyp3BIlPn 📱 081555362333   Paket pengobatan untuk atasi masalah kesehatan ke…  https://t.co/ox6Ce64Uhn
deefgoods,"@dsuperboy 🌻HOODIE CREWNECK HNM🌻 H&amp;M sisa export ONLY 170k! Tersedia di shopee,tentunya bisa free ongkir Xtra + COD ya! Grab it fast! Katalog Lengkap ⇉  https://t.co/bk7a9YVUM3 🌻  https://t.co/i68mQomhNB"
deefgoods,"@teduhpayung1_ 🌻HOODIE CREWNECK HNM🌻 H&amp;M sisa export ONLY 170k! Tersedia di shopee,tentunya bisa free ongkir Xtra + COD ya! Grab it fast! Katalog Lengkap ⇉  https://t.co/bk7a9YVUM3 🌻  https://t.co/S6y8srYZCE"
dongbeokki,"WTS/LFB  ✨ TWICE More &amp; More POB PC Set (Version B, White border)  ✨ COMPLETE 9 MEMBERS AND 1 GROUP   💵 Php 250 PAYO  💵 Php 300 COD  MOP: Gcash, BDO, COD, Shopeepay MOD: J&amp;T, Shopee checkout  ✨ OFFICIAL, PRELOVED, EXCELLENT CONDITION   ✨ Message me for more details! ♡  https://t.co/4240BLzkln"
deefgoods,"@andihiyat 🌻HOODIE CREWNECK HNM🌻 H&amp;M sisa export ONLY 170k! Tersedia di shopee,tentunya bisa free ongkir Xtra + COD ya! Grab it fast! Katalog Lengkap ⇉  https://t.co/bk7a9YVUM3 🌻  https://t.co/hT6P13kQ3a"
deefgoods,"@JeromePolin 🌻HOODIE CREWNECK HNM🌻 H&amp;M sisa export ONLY 170k! Tersedia di shopee,tentunya bisa free ongkir Xtra + COD ya! Grab it fast! Katalog Lengkap ⇉  https://t.co/bk7a9YVUM3 🌻  https://t.co/wVbETKw9kA"
adilahkhairah,COCOJAR PREMIUM🔥 RM13: ✨Fullchoc  ✨Whitechoc  ✨Fullwhite ✨Greenteachoc  ✨Fullgreentea  Detail Cocojar 🍫450 gram  🍫Berlys choc 🍫Baby cococrunch 🌷Giftbox Cocojar RM26 cod area seri iskandar dan postage by shopee #cocojar   https://t.co/lo9xsKmem9   https://t.co/UjkLUBh3fU  https://t.co/D1sBcR4azs
chanswone,"WTS/LFB WTT/LFT  ✨ Stray Kids In Life Unsealed (Orange version)  ✨Up for TRADE ♡ HAVE: In Life Orange version ♡ WANT: Any past albums of SKZ  ✨ Inclusions: PB, CD   ✨ Can also be SOLD 💵 Php 200 PAYO 💵 Php 250 COD  MOP: Gcash, BDO, COD, Shopeepay MOD: J&amp;T, Shopee Checkout  https://t.co/cdbZcifBSN"
chanswone,"WTS/LFB WTT/LFT  ✨ Stray Kids Go Live In Life Polaroid and Lenticular Set (Changbin)   ✨ Up for trade  ♡ HAVE: Changbin Set ♡ WANT: Chan Set  ✨ Can also be SOLD as SET 💵 Php 300 PAYO  💵 Php 350 COD  MOP: Gcash, BDO, COD, Shopeepay MOD: J&amp;T, Shopee Checkout  ✨ OFFICIAL  https://t.co/0qvP7KpTGK"
iilngrc,@Allenbellas di man mi pwede cod diri sa shopee kay di man modeliver ang j&amp;t sa among bukid 😢 akong auntie ang tagareceive sa amo parcels so mas better paid na para less hassle para sa iyaha. pero sukad2 karon pajd baya ko nagkaing ani
gelasanopat,GELASAN OPAT SAWARGI Bisa di peroleh dengan COD di marketplace LAZADA DAN SHOPEE ##layangan
fachrirahman16,@GGUorNOT bau2 shopee cod sampe lengkap ya bund
blinkeucart,‼️WTS | LFB PH ONHAND‼️  🏷wts lfb blackpink jisoo jennie rosé lisa  ✨BLACKPINK VINYL LIMITED EDITION POSTCARDS  SHOPEE COD AVAILABLE CHECK LINK! 👇👇    https://t.co/jU8ZPAXzzj  https://t.co/Y5jDXUe8jR
botakbiadabbbbb,@alter18base Shopee cod?
sh7cart,"ic muna hehe (not completely sure pa)  helping my friend sell some items, semi qs daw 🥲 all are onhand with me btw  5th gen carat kit tingi member sets minghao - 175 mingyu - 250  if getting both, can sell for 415 php  will be sold thru shopee so can do cod :)"
aainaayyunie,@zarzoubeautyHQ SABAHAN PEOPLE CAN PURCHASE WITH ME 😍😍😍  ✨ READYSTOCK ✨ SHOPEE:  https://t.co/1IuCCSMPav ✨ COD &amp; POSTAGE EVERYDAY ✨ COD: LAHAD DATU  WS:  https://t.co/0qQglgzTcC
j0oniekim,@MUTKTH shopee cod shopee cod bayar langsung dibentak
dodohyont,@vionyisus SHOPEE COD SHOPEE COD BAYAR LANGSUNG DITEMPAT SHOPEE COD SHOPEE COD PASTI DAPAT GRATIS ONGKIR PAKAI SHOPEE COD!!!
dodohyont,@CT_Rengoku SHOPEE COD SHOPEE COD BAYAR LANGSUNG DITEMPAT SHOPEE COD SHOPEE COD PASTI DAPAT GRATIS ONGKIR PAKAI SHOPEE COD!!!
k_merchphbudol,‼D-DAY CALENDAR BTS FESTA 2021‼  ✅PAYO TO SECURE ✅NORMAL ETA ✅ NO TO COD  OPEN FOR SHOPEE CHECKOUT   MINE + TINGI NAME   ‼NEED ALL SLOT TO BE TAKEN TO PUST TROUGH  https://t.co/6YEAZed1et
kt_sseul,🏷: red velvet rv postcard photocard stickers photo diary calendar irene seulgi wendy joy yeri reveluv redvelvetph rvph onhand trade ph go order album inclusions cod shopee monster psycho like water hello lfs lfb wtb wts   🔗:  https://t.co/4lhgdrh3k9  #ktsseul #ktsseulonhands  https://t.co/2WCdf9Vwsz
kondesaofficial,I'm selling INSTAX PRINTING SERVICE (NO MINIMUM ORDER COD AVAILABLE) for ₱20 - ₱68. Get it on Shopee now!  https://t.co/iQBvE44Rwt #ShopeePH #instaxprintingservice #instax #instaxsquare #instaxmini #minilink #instaxminifilms #instantfilm #printing #fuji #fujifilm #polaroid
driedgirasol,"@Askrlfess Banyak bgt, dr yg penting &amp; serius kaya problem2 di indonesia &amp; dunia sampe yg random kek 'lagu shopee cod &amp; ost tepung beras rosebrand' 🥲"
xianxingg,Shopee cod shopee cod Langsung duel di tempat akwwkwkwkwkw
olshop28768118,Saya menjual VIRALROTAN SUPER KERAS PERMANEN  ABADI TERMURAH  TERLARIS COD seharga Rp6.500. Dapatkan produk ini hanya di Shopee!  https://t.co/CvAZQ9R9i4 #ShopeeID  https://t.co/Q07hZzMhMp
olshop28768118,Saya menjual VI-RAL!!! ROTAN SAKTI 25 CM (TERLARIS/TERMURAH) BISA COD seharga Rp75.000. Dapatkan produk ini hanya di Shopee!  https://t.co/UNRjfxEqOZ #ShopeeID  https://t.co/l4rJqN1gYv
olshop28768118,Saya menjual VIRAL ROTAN SUPER KERAS PERMANEN ABADI TERMURAH TERLARIS COD seharga Rp70.000. Dapatkan produk ini hanya di Shopee!  https://t.co/fQYU7KarGj #ShopeeID  https://t.co/GJpgSIoXCq
dongbeokki,"WTT/LFT WTS/LFB  ✨ HAVE: ♡ ITZY Not Shy YEJI Photocard (Version B) ♡ ITZY It'z Me CHAERYEONG Photocard (Me Version)   ✨ WANT: ♡ any RYUJIN counterpart  ✨ Can also be sold as SET 💵 Php 450 PAYO 💵 Php 500 COD  MOP: Gcash, BDO, COD, Shopeepay MOD: J&amp;T, Shopee Checkout  https://t.co/M8YM8XrE6u"
prettylilsyid,@khairulaming Hello wassup guys! Kita ada jual Korean Garlic Cheese Bread and boleh post tau!!! Boleh order through our shopee 😉🤎 Boleh COD area Bandar Tasik Puteri shopee link:  https://t.co/lYBloPIUJi  https://t.co/rjHXZicGfL
pizzaoff,@puchairunnisa lho case hpmu?  case hp anticrack sticker custom free katalog.   range harga 24k-26k aja uda dpt: case anticrack + sticker custom + finishing resin bole req berglitter + free gift.   bisa cod dan via shopee. tersedia berbagai merk hp! 💜 kepo? dm aja💛  https://t.co/yG8zfiRFyu
jorrrrrriii,"Hi! This is my buy, sell n trade acct 😊  📍 batangas/manila 💸 gcash, shopee cod 🚛 shopee checkout, ggx  Wishlist: #jorrrrrriii_wants  Up for trades: #jorrrrrriii_trades Wt/s posts: #jorrrrrriii_sells Proofs: #jorrrrrriii_proofs  https://t.co/ghD32Jmuqi"
gobyseagul,@jancatangui Ya available for shopee but no for cod. Where are you from ?
isabelles_kshop,"PM me first if interested 1st payment will be done through gcash only the second payment will be cod (if shopee) the total price is 850 ea if set 2,000.  The first payment is 470 each album dop is June 4  Pm me noow 😊😊  Normal Eta: June-July  https://t.co/DiPmjM10AW"
kookieuphoria7,"[Pls. help RT]  #kookiesells RM &amp; Jhope Smart x BTS PC  💰₱115 ea + LSF *Buy both for ₱220  — Pay as you order — No COD except for SF — Strictly NO cancelation  💳 BDO, Gcash 🛵 SDD or Shopee c/o  DM to order📩  @BTSmerchPHL @PHBTSonhand_RT @Kpopmerchsrtph @kpopmerchrt__ph  https://t.co/bYroRFhfYx"
ngetikuname,@ceoofudang @aiscreamaddict @bertanyarl shopee cod shopee cod
aiscreamaddict,@ceoofudang @bertanyarl jdi keinget shopee cod shopee codd
amiewqa,"@khairulaming Teringin nak makan nasi arab. Nak pergi kedai, dah tak boleh dine in. Boleh je masak kt rumah sekarang. semudah 1,2,3. serious!   Nak try set pes nari arab dan beras basmathi? boleh dm or ws utk beli.  Cod  Sepang, Dengkil. Yg jauh, kita pos,shopee ada!   https://t.co/4ggncW0jXV  https://t.co/I6IjJ9lUzI"
k3_rbyz,wtb / lfs ph  - Jake neck pillow pc - Bentahan nyo nako 😭🤛 - budget : mura lang pls 250 ganon - can do shopee checkout - pag cod mas better 🥰  ‼️ Jake neck pillow photo Enhypen photocard #ENHYPEN  https://t.co/BJ6JCruZRt
merchantph,OPEN FOR COD! [MCPH] ENHYPEN GGU GGU PACKAGE TINGI ON HAND for ₱180 - ₱220. Get it on Shopee now!  https://t.co/1aRQUUEb0S #ShopeePH  https://t.co/L55KQXLhH8
kentanglugasuka,@dejavusch shopee cod
daegu_kshop,Kunin nyo na si yoongiiii 450 nlng😭😭  LY Answer S yoongi pc  Need funds rn yawa SKSKKSKS since may emergency  MOP:Gcash/COD MOD:shopee co  #DaeguKShopItems  https://t.co/2UN1wHsEee
lkayeth,Tom na ulet ako mag cod shopee muna kekeke
tyrv_,@khairulaming Dalam usaha nak habiskan stock cookies 😇 anyone nak purchase boleh directly tekan link shopee okay! COD area PD and self-pickup Setapak Central.   https://t.co/Nq93EWja47
allenbellas,@iilngrc Nah mao ako cod jd ko always bisan mga shopee or unsa pana kay delikado kaayo tsk2
jancatangui,@gobyseagul Hello is this available for shopee checkout and cod?
mebelriyan,"Peluang untuk usaha sendiri....  Promo discon 10% 'DI SHOPEE"" hinga 50RB Untuk pembelian 'GEROBAK ANGKRINGAN""  PROMO TERBATAS  FREE ONGKIR...  Pembayaran bisa COD /DP/TRSNSFER  KLIK DISINI  https://t.co/j3uEnBO9cP  https://t.co/tOl9gabmzO"
panglimasantuy,"@Askrlfess Ya bagus gitu daripada janji, bisa aja dia bilang janji ga bakalan ninggalin kamu, cuma umur kan ga ada yang tau, bisa aja tiba tiba shopee COD shopee COD"
ahumannonhuman,"WTS / LFB [PH]   ROSÉ -R- ALBUM  🌹Polaroid Photocard - P150 each 🌹YGSELECT POB (pink) - P200 🌹Vibe Card - P700 (P650 PAYO)  ✅ MOP: BDO/Gcash ✅ MOD: Shopee checkout / same day delivery ✔ Can also do COD via shopee (+10 pesos transaction fee)   🛒 DM or Comment ""Mine + Item""  https://t.co/XlI6ZEQlP1"
melorrries,@graciyya Tuh orang minta di jadiin kurir shopee cod 🤣🤣
bored_tita,"#boredtita_onhand Enhypen Ggu Ggu package: SUNOO set - 220 pesos NI-KI set - 220 pesos  MOD: shopee chckout, no COD MOP: Gcash, BDO, BPI  WTS LFB @ENHYPEN_merchRT @enhypenmerchph tysm💜  https://t.co/CnOh2YGjqp"
klabph_,WTS/LFB #TheBoyz #TBZ Chase album pc - Younghoon - 150 - Chanhee lenticular pc - 100 - Haknyeon postcard - 100  With shopee COD ONHAND... Please help RT @TBZMarketPH #Juyeon #New #Chanhee #Sunwoo #Younghoon #tbz  https://t.co/vgBrX4UBlz
jualanmenfess,"jm aku jualan baju2 thrift gemes ala korea nih. murah aja 30rban. yang lagi cari2 thrift yuk, daerah jogja bisa banget cod. bisa shopee juga loh. freeong minbel 30k  https://t.co/RI4evl5YvX"
daegu_kshop,"LY Answer S Yoongi Pc for  450 if PAYO 500 if COD MOP:gcash,COD MOD:shopee checkout 450-500+sf #DaeguKShoponhands Mine+yoongi  https://t.co/9bDZWzDfNh"
yxuri,LAGI DENGERIN LAGU DRIVERS LICENSE UDAH GALAU MAU NANGIS TBTB SHOPEE COD SHOPEE COD 😊🖕🏼
maakiimaa,@milkytooru_ mau galau2an eh dateng iklan shopee cod shopee cod
maakiimaa,@dszflor tiba tiba dateng iklan -- shopee cod shopee cod bayar langsung dibakar
crunchypuchong,@khairulaming Thankyouu and hi! *currently restocking*  Kita ada jual mouthgasm crunchy tau! Boleh COD area Puchong tapi jangan risau kita pun ada shopee 🥰 boleh visit shopee kita untuk order ! Thankyou 😍  https://t.co/gUYqQHzCj0  https://t.co/xGgdlB3IR6  https://t.co/PAcTsVtDVm
kalendear,"@shvthefuc @apadongudhsemua @donttoouchmee @ardiantidwiayu @pujamelatis @rozediccoz @sukanahanpipis @jiminparkd Masih bisa cod kok tergantung tokonya aja, aku aktifin shopee barokah sering cod"
matchacoffe,Wts mini brochure WayV   •50k  -payment bia bca/dana/ovo atau cod dom sby  -bisa shopee+fee admin shopee  https://t.co/thQXjsqyZk
matchacoffe,Wts wanna one ipu night ver pc ha sungwoon fullset  •200k bisa nego tipis -payment via bca/ovo/dana atau bisa cod dom sby -bisa shopee+fee admin shopee  https://t.co/Jyt0AFK3fJ
syoungho_,wts / want to sell 💌  • prefer take all • bisa take all sesuai member / sesuai gambar • ready ina • dom jakarta • shopee free ongkir / cod (jkt only) • offer by dm   tags wts doyoung jeno xiaojun haechan ten sungchan johnny yangyang taeil yuta taeyong jungwoo nct nct 127  https://t.co/pWTjplEv1g
matchacoffe,Wts kim jaehwan wanna one summer package  •65k  -all item good conditions  -payment via bca/dana/ovo atau cod dom sby  -bisa shopee+fee admin shopee  https://t.co/VAydbsxtOH
dylla_95,"@khairulaming Thanks aming!  Saya jual chocojar Pop Havana, Kerepek Pisang Tanduk, and Kerepek Ubi Kayu!  COD area: Gombak, Ampang, Wangsa Maju, Ukay perdana  Yang jauh blh beli di shopee! Ada RM15 FREE SHIPPING‼️  WS 👇🏻  https://t.co/xxduXzP663   https://t.co/M2aUPMMVs7   https://t.co/M2aUPMMVs7"
jeongkyununa,"WTS | LFB UPDATED ✅ALL OFFICIAL &amp; ONHAND-UNMARKED ‼️SOME PCS HAVE MARKS DUE TO YG'S PACKAGING MOP: PAYO(GCASH, BPI), Shopee COD (+15) MOD: J&amp;T via Shopee c/o CH1-3 180 TE &amp; BABY PC - 200 AR - 250 Manyo-450 🏷JIHOON YOSHI JUNKYU MASHIHO JAEHYUK ASAHI YEDAM DOYOUNG HARUTO JEONGWOO  https://t.co/65cySH885Q"
mungbeanartsph,i already updated my shopee acct! you can also purchase there to avail COD!  https://t.co/4ZZftnuiTz
mroslan93,@khairulaming Hi. Saya ada jual Melted Choc Cookies hanya RM17.90 sebalang. COD available area pekan Sabak. Kalau nak beli melalui shopee pun digalakkan. Boleh refer link  https://t.co/4zUxxjlOcL  https://t.co/uaBTW8V8SQ
blinkeucart,‼️WTS | LFB PH ONHAND‼️  🏷wts lfb blackpink jisoo jennie rosé lisa  ✨BLACKPINK VINYL LIMITED EDITION POSTCARDS  SHOPEE COD AVAILABLE CHECK LINK! 👇👇    https://t.co/jU8ZPAXzzj  https://t.co/Y5jDXUe8jR
thejazzkshoppe,[#JAZZONHANDS] PAMIGAY SALE 🎊🎊🎊  EXO BUNDLED GOODIES  ➖250 per set 🛒Onhand and Ready to Ship 🎁With Freebies  💸MOP: GCASH (1 week to pay/NO CANCELLATION)  🚚MOD: Shopee (COD with tf)   COMMENT: “MINE”  https://t.co/ytVS6viig5
ddojejun,wts / want to sell💌  • prefer take all • bisa take all sesuai member / sesuai gambar • ready ina • dom jakarta • shopee free ongkir / cod (jkt only) • offer by dm   tags wts doyoung jeno xiaojun haechan ten sungchan johnny yangyang taeil yuta taeyong jungwoo nct nct 127  https://t.co/lMr7EHSlVM
hyucksha,wts / want to sell💌  • prefer take all • bisa take all sesuai member / sesuai gambar • ready ina • dom jakarta • shopee free ongkir / cod (jkt only) • offer by dm   tags wts doyoung jeno xiaojun haechan ten sungchan johnny yangyang taeil yuta taeyong jungwoo nct nct 127  https://t.co/juknZH7sjs
ot7follower,wts | lfb   I have 1 extra Set A ng Smart x BTS Photocards. Selling it for 950.00. Can do COD through Shopee. :)  https://t.co/8B1XuqDOY1
matchacoffe,Wts Jaehwan album another night ver fullset  •255k beli pas awal pre order -all item good condition -Payment via bca/dana/ovo atau bisa cod dom sby  -Bisa shopee+fee admin shopee  https://t.co/yPXbvHqLIr
inyongkuda,Ketika lagi nangis Bombay dan tiba tiba iklan shopee Btw Shopee cod🎶 shopee cod🎶 shopee cod🎶  https://t.co/GN2Ss7FiQb
daifuwuku,w dengerin kan rekomen yang ke youtube terus seperti biasa di tengah tengahnya ada 'shopee cod shopee cod' anjg
matchacoffe,"Wts lightstick nct   •560k beli awal launching,belom pernah di ajak keluar rumah🥲 -Bisa shopee+fee shopee,payment bca/dana/ovo,bisa cod dom sby  -bisa tanya2 dulu kok🥰 barangkali minta video  https://t.co/2OLR3IUbLN"
jadiriego,shopee cod
luminousbyglo,"Cucumber extract &amp; honey pula act as soothing ingredients yang boleh kurangkan kemerahan pada muka.  RM49 saja, boleh tahan sampai 2-3 bulan! Jimat sangat 🥰 whatsapp for faster reply:  https://t.co/fiCqR19yQ9 🚗COD/PICK-UP MIRI AREA  Or get it on shopee: 🛒 https://t.co/rWurLJeXpo  https://t.co/tZAqbTG1HT"
konestopph,#KOSPH_Budol #BTS FESTA D-DAY CALENDAR 2021 TINGI PH ✅D-12 ✅D-11 ✅D-10 ✅D-9 ❌D-8 ✅D-7 ❌D-6 ✅D-5 ✅D-4 ✅D-3 ✅D-2 ✅D-1 ✅D-DAY ✅WELCOMING KIT MOP: GCASH MOD: GGX NO COD NO SHOPEE CHECKOUT ‼️ALL SLOTS MUST TAKEN TO PUSH THROUGH‼️ tags wts lfb wtb lfs bts festa d-day
jwiscart,conditions 🔗  https://t.co/TRoRczWPAh  📍 pangasinan 🚚 shopee c/o only. can do full cod but with added fees 😔
blueberryccakeu,Wts lfb Tcl1 holo - 130 (120 payo) 8/10 condi WIL Postcard - 100 SN polaroid - 100  ✨GCASH (Can do cod +5pesos) ✨Shopee Checkout Loc: mm  Negotiable if take all :&gt;&gt; 🏷️ Twice jihyo pc photocard photocards acrylic Help retweet thank uuuu♡  https://t.co/LFNN4bIJfY
truly_skincare,"@zarzoubeautyHQ Hi,Ready stock BHS,RSS and HSM here.🤗  To purchase:   https://t.co/mcKAs0nZR1  🚗COD Bangi,Putrajaya,Cyber, Kajang, BBST,Nilai,Sepang 🚚FREE Shipping Shopee"
